"ENSG00000261530","XM_005263190","BTC"
"ENSG00000105339","XM_005250841","DENND3"
"ENSG00000155849","XM_005249920","ELMO1"
"ENSG00000155849","XM_005249919","ELMO1"
"ENSG00000114686","XM_005247085","MRPL3"
"ENSG00000002822","XM_005249878","MAD1L1"
"ENSG00000188816","XM_005269743","HMX2"
"ENSG00000184911","XM_005278087","DMRTC1B"
"ENSG00000187147","XM_005270994","RNF220"
"ENSG00000198589","XM_005263373","LRBA"
"ENSG00000198589","XM_005263372","LRBA"
"ENSG00000184911","XM_005278089","DMRTC1B"
"ENSG00000184911","XM_005278088","DMRTC1B"
"ENSG00000125686","XM_005257466","MED1"
"ENSG00000198589","XM_005263377","LRBA"
"ENSG00000006025","XM_005257010","OSBPL7"
"ENSG00000106178","XM_005277607","CCL24"
"ENSG00000106178","XM_005250525","CCL24"
"ENSG00000025423","XM_005269210","HSD17B6"
"ENSG00000025423","XM_005269209","HSD17B6"
"ENSG00000025423","XM_005269208","HSD17B6"
"ENSG00000025423","XM_005269207","HSD17B6"
"ENSG00000223481","XM_005275587","TAP2"
"ENSG00000223481","XM_005275016","TAP2"
"ENSG00000223481","XM_005274885","TAP2"
"ENSG00000170049","XM_005256851","KCNAB3"
"ENSG00000223481","XM_005275015","TAP2"
"ENSG00000154162","XM_005248227","CDH12"
"ENSG00000120278","XM_005267066","PLEKHG1"
"ENSG00000120278","XM_005267064","PLEKHG1"
"ENSG00000076344","XM_005255649","RGS11"
"ENSG00000122861","XM_005269901","PLAU"
"ENSG00000002822","XM_005249876","MAD1L1"
"ENSG00000120278","XM_005267067","PLEKHG1"
"ENSG00000120278","XM_005267065","PLEKHG1"
"ENSG00000102904","XM_005256052","TSNAXIP1"
"ENSG00000146221","XM_005248874","TCTE1"
"ENSG00000146221","XM_005248872","TCTE1"
"ENSG00000159123","XM_005262287","DMRTC1"
"ENSG00000159123","XM_005262288","DMRTC1"
"ENSG00000159123","XM_005262289","DMRTC1"
"ENSG00000159123","XM_005278090","DMRTC1"
"ENSG00000159123","XM_005262290","DMRTC1"
"ENSG00000127325","XM_005268674","BEST3"
"ENSG00000127325","XM_005268673","BEST3"
"ENSG00000221823","XM_005264406","PPP3R1"
"ENSG00000084070","XM_005271120","SMAP2"
"ENSG00000146955","XM_005249996","RAB19"
"ENSG00000154839","XM_005276945","SKA1"
"ENSG00000154839","XM_005258232","SKA1"
"ENSG00000127325","XM_005268671","BEST3"
"ENSG00000177842","XM_005265012","ZNF620"
"ENSG00000177842","XM_005265011","ZNF620"
"ENSG00000239779","XM_005264234","WBP1"
"ENSG00000239779","XM_005264232","WBP1"
"ENSG00000127325","XM_005268672","BEST3"
"ENSG00000111913","XM_005249500","FAM65B"
"ENSG00000101190","XM_005260185","TCFL5"
"ENSG00000242685","XM_005275537","HLA-DMA"
"ENSG00000242685","XM_005275379","HLA-DMA"
"ENSG00000242685","XM_005275240","HLA-DMA"
"ENSG00000242685","XM_005275102","HLA-DMA"
"ENSG00000242685","XM_005272802","HLA-DMA"
"ENSG00000242685","XM_005274850","HLA-DMA"
"ENSG00000101190","XM_005260184","TCFL5"
"ENSG00000082068","XM_005248318","WDR70"
"ENSG00000140563","XM_005254958","MCTP2"
"ENSG00000175048","XM_005267146","ZDHHC14"
"ENSG00000132970","XM_005266239","WASF3"
"ENSG00000119048","XM_005272072","UBE2B"
"ENSG00000112031","XM_005267035","MTRF1L"
"ENSG00000101849","XM_005274586","TBL1X"
"ENSG00000242685","XM_005275536","HLA-DMA"
"ENSG00000242685","XM_005275378","HLA-DMA"
"ENSG00000242685","XM_005275239","HLA-DMA"
"ENSG00000242685","XM_005275101","HLA-DMA"
"ENSG00000242685","XM_005274947","HLA-DMA"
"ENSG00000242685","XM_005272801","HLA-DMA"
"ENSG00000242685","XM_005274849","HLA-DMA"
"ENSG00000178177","XM_005248149","LCORL"
"ENSG00000111913","XM_005249501","FAM65B"
"ENSG00000111913","XM_005249502","FAM65B"
"ENSG00000140563","XM_005254956","MCTP2"
"ENSG00000140563","XM_005254955","MCTP2"
"ENSG00000076344","XM_005255648","RGS11"
"ENSG00000005486","XM_005277606","RHBDD2"
"ENSG00000005486","XM_005250511","RHBDD2"
"ENSG00000132975","XM_005266360","GPR12"
"ENSG00000178177","XM_005248147","LCORL"
"ENSG00000178177","XM_005248146","LCORL"
"ENSG00000166167","XM_005270264","BTRC"
"ENSG00000189350","XM_005264165","FAM179A"
"ENSG00000140563","XM_005254959","MCTP2"
"ENSG00000140563","XM_005254957","MCTP2"
"ENSG00000119865","XM_005264249","CNRIP1"
"ENSG00000124678","XM_005249337","TCP11"
"ENSG00000141639","XM_005258298","MAPK4"
"ENSG00000141639","XM_005258299","MAPK4"
"ENSG00000171227","XM_005263598","TMEM37"
"ENSG00000171227","XM_005263597","TMEM37"
"ENSG00000178177","XM_005248145","LCORL"
"ENSG00000166478","XM_005253125","ZNF143"
"ENSG00000166478","XM_005253122","ZNF143"
"ENSG00000166478","XM_005253121","ZNF143"
"ENSG00000112031","XM_005267036","MTRF1L"
"ENSG00000119041","XM_005246965","GTF3C3"
"ENSG00000076344","XM_005255651","RGS11"
"ENSG00000166478","XM_005253124","ZNF143"
"ENSG00000176623","XM_005250952","RMDN1"
"ENSG00000143850","XM_005244968","PLEKHA6"
"ENSG00000176623","XM_005250951","RMDN1"
"ENSG00000143850","XM_005244967","PLEKHA6"
"ENSG00000189350","XM_005264164","FAM179A"
"ENSG00000111961","XM_005266875","SASH1"
"ENSG00000111961","XM_005266874","SASH1"
"ENSG00000137345","XM_005275410","MOG"
"ENSG00000137345","XM_005274977","MOG"
"ENSG00000172888","XM_005265080","ZNF621"
"ENSG00000112031","XM_005267037","MTRF1L"
"ENSG00000186523","XM_005273603","FAM86B1"
"ENSG00000186523","XM_005273605","FAM86B1"
"ENSG00000158615","XM_005245551","PPP1R15B"
"ENSG00000101850","XM_005274541","GPR143"
"ENSG00000170365","XM_005262991","SMAD1"
"ENSG00000186523","XM_005273607","FAM86B1"
"ENSG00000153044","XM_005248570","CENPH"
"ENSG00000115207","XM_005264273","GTF3C2"
"ENSG00000187801","XM_005271139","ZFP69B"
"ENSG00000187801","XM_005271138","ZFP69B"
"ENSG00000243009","XM_005275479","RPP21"
"ENSG00000243009","XM_005275049","RPP21"
"ENSG00000243009","XM_005274893","RPP21"
"ENSG00000197535","XM_005254402","MYO5A"
"ENSG00000157895","XM_005253928","C12orf43"
"ENSG00000187801","XM_005271136","ZFP69B"
"ENSG00000187801","XM_005271137","ZFP69B"
"ENSG00000163113","XM_005245353","OTUD7B"
"ENSG00000163113","XM_005245352","OTUD7B"
"ENSG00000086015","XM_005270658","MAST2"
"ENSG00000086015","XM_005270657","MAST2"
"ENSG00000086015","XM_005270656","MAST2"
"ENSG00000086015","XM_005270655","MAST2"
"ENSG00000086015","XM_005270654","MAST2"
"ENSG00000086015","XM_005270653","MAST2"
"ENSG00000086015","XM_005270652","MAST2"
"ENSG00000115956","XM_005264370","PLEK"
"ENSG00000166211","XM_005268646","SPIC"
"ENSG00000157895","XM_005253930","C12orf43"
"ENSG00000152484","XM_005266282","USP12"
"ENSG00000146950","XM_005274500","SHROOM2"
"ENSG00000187815","XM_005270809","ZFP69"
"ENSG00000187815","XM_005270808","ZFP69"
"ENSG00000160870","XM_005250168","CYP3A7"
"ENSG00000115275","XM_005264553","MOGS"
"ENSG00000197535","XM_005254401","MYO5A"
"ENSG00000187815","XM_005270810","ZFP69"
"ENSG00000198586","XM_005246981","TLK1"
"ENSG00000137345","XM_005275566","MOG"
"ENSG00000137345","XM_005275418","MOG"
"ENSG00000137345","XM_005275260","MOG"
"ENSG00000137345","XM_005275133","MOG"
"ENSG00000137345","XM_005274985","MOG"
"ENSG00000137345","XM_005272828","MOG"
"ENSG00000137345","XM_005274873","MOG"
"ENSG00000198586","XM_005246980","TLK1"
"ENSG00000197535","XM_005254403","MYO5A"
"ENSG00000197535","XM_005254399","MYO5A"
"ENSG00000197535","XM_005254398","MYO5A"
"ENSG00000197535","XM_005254397","MYO5A"
"ENSG00000160014","XM_005259280","CALM3"
"ENSG00000160014","XM_005259279","CALM3"
"ENSG00000205916","XM_005262582","DAZ4"
"ENSG00000205916","XM_005262578","DAZ4"
"ENSG00000134042","XM_005258366","MRO"
"ENSG00000137345","XM_005275564","MOG"
"ENSG00000137345","XM_005275563","MOG"
"ENSG00000137345","XM_005275416","MOG"
"ENSG00000137345","XM_005275415","MOG"
"ENSG00000137345","XM_005275258","MOG"
"ENSG00000137345","XM_005275257","MOG"
"ENSG00000137345","XM_005275131","MOG"
"ENSG00000137345","XM_005275130","MOG"
"ENSG00000137345","XM_005274983","MOG"
"ENSG00000137345","XM_005274982","MOG"
"ENSG00000137345","XM_005272826","MOG"
"ENSG00000137345","XM_005272825","MOG"
"ENSG00000137345","XM_005274871","MOG"
"ENSG00000137345","XM_005274870","MOG"
"ENSG00000198561","XM_005273792","CTNND1"
"ENSG00000198894","XM_005268139","CIPC"
"ENSG00000198894","XM_005268136","CIPC"
"ENSG00000198894","XM_005268137","CIPC"
"ENSG00000198894","XM_005268138","CIPC"
"ENSG00000124615","XM_005249129","MOCS1"
"ENSG00000184216","XM_005277842","IRAK1"
"ENSG00000184216","XM_005274668","IRAK1"
"ENSG00000043143","XM_005271951","JADE2"
"ENSG00000043143","XM_005271950","JADE2"
"ENSG00000043143","XM_005271949","JADE2"
"ENSG00000164002","XM_005271125","EXO5"
"ENSG00000145414","XM_005263350","NAF1"
"ENSG00000145414","XM_005263349","NAF1"
"ENSG00000124678","XM_005249338","TCP11"
"ENSG00000124615","XM_005249127","MOCS1"
"ENSG00000205916","XM_005262579","DAZ4"
"ENSG00000105323","XM_005258465","HNRNPUL1"
"ENSG00000105323","XM_005258464","HNRNPUL1"
"ENSG00000105323","XM_005258463","HNRNPUL1"
"ENSG00000105323","XM_005258461","HNRNPUL1"
"ENSG00000105323","XM_005258459","HNRNPUL1"
"ENSG00000122026","XM_005266490","RPL21"
"ENSG00000128989","XM_005254135","ARPP19"
"ENSG00000128989","XM_005254134","ARPP19"
"ENSG00000128989","XM_005254133","ARPP19"
"ENSG00000128989","XM_005254132","ARPP19"
"ENSG00000112237","XM_005267202","CCNC"
"ENSG00000122026","XM_005266488","RPL21"
"ENSG00000160013","XM_005259095","PTGIR"
"ENSG00000122026","XM_005266489","RPL21"
"ENSG00000164002","XM_005271129","EXO5"
"ENSG00000164002","XM_005271128","EXO5"
"ENSG00000164002","XM_005271126","EXO5"
"ENSG00000185615","XM_005255503","PDIA2"
"ENSG00000197980","XM_005247442","LEKR1"
"ENSG00000134042","XM_005258367","MRO"
"ENSG00000072858","XM_005247558","SIDT1"
"ENSG00000072858","XM_005247557","SIDT1"
"ENSG00000197980","XM_005247441","LEKR1"
"ENSG00000111801","XM_005248795","BTN3A3"
"ENSG00000111801","XM_005248791","BTN3A3"
"ENSG00000111801","XM_005248790","BTN3A3"
"ENSG00000111801","XM_005248789","BTN3A3"
"ENSG00000124574","XM_005249469","ABCC10"
"ENSG00000124574","XM_005249468","ABCC10"
"ENSG00000124574","XM_005249467","ABCC10"
"ENSG00000124574","XM_005249466","ABCC10"
"ENSG00000124574","XM_005249465","ABCC10"
"ENSG00000122035","XM_005266371","RASL11A"
"ENSG00000122035","XM_005266370","RASL11A"
"ENSG00000197380","XM_005258551","DACT3"
"ENSG00000124615","XM_005249128","MOCS1"
"ENSG00000134042","XM_005258368","MRO"
"ENSG00000164128","XM_005263031","NPY1R"
"ENSG00000164128","XM_005263032","NPY1R"
"ENSG00000161016","XM_005272332","RPL8"
"ENSG00000117461","XM_005271289","PIK3R3"
"ENSG00000012211","XM_005278036","PRICKLE3"
"ENSG00000012211","XM_005272605","PRICKLE3"
"ENSG00000136854","XM_005252146","STXBP1"
"ENSG00000164023","XM_005262795","SGMS2"
"ENSG00000164023","XM_005262794","SGMS2"
"ENSG00000164023","XM_005262793","SGMS2"
"ENSG00000108984","XM_005257517","MAP2K6"
"ENSG00000153707","XM_005251533","PTPRD"
"ENSG00000159131","XM_005260941","GART"
"ENSG00000117461","XM_005271290","PIK3R3"
"ENSG00000205916","XM_005262602","DAZ4"
"ENSG00000205916","XM_005262606","DAZ4"
"ENSG00000122958","XM_005270289","VPS26A"
"ENSG00000101193","XM_005260220","GID8"
"ENSG00000227051","XM_005268254","C14orf132"
"ENSG00000198561","XM_005273785","CTNND1"
"ENSG00000198561","XM_005273787","CTNND1"
"ENSG00000198561","XM_005273791","CTNND1"
"ENSG00000198561","XM_005273786","CTNND1"
"ENSG00000198561","XM_005273790","CTNND1"
"ENSG00000172500","XM_005274392","FIBP"
"ENSG00000172500","XM_005274391","FIBP"
"ENSG00000204923","XM_005264408","FBXO48"
"ENSG00000204923","XM_005264407","FBXO48"
"ENSG00000164129","XM_005263039","NPY5R"
"ENSG00000164129","XM_005263038","NPY5R"
"ENSG00000164129","XM_005263037","NPY5R"
"ENSG00000164129","XM_005263036","NPY5R"
"ENSG00000164129","XM_005263035","NPY5R"
"ENSG00000198105","XM_005252541","ZNF248"
"ENSG00000105323","XM_005258460","HNRNPUL1"
"ENSG00000124772","XM_005249252","CPNE5"
"ENSG00000205916","XM_005262604","DAZ4"
"ENSG00000205916","XM_005262603","DAZ4"
"ENSG00000133056","XM_005245257","PIK3C2B"
"ENSG00000111801","XM_005248794","BTN3A3"
"ENSG00000111801","XM_005248793","BTN3A3"
"ENSG00000111801","XM_005248792","BTN3A3"
"ENSG00000138617","XM_005254516","PARP16"
"ENSG00000012211","XM_005272604","PRICKLE3"
"ENSG00000198561","XM_005273795","CTNND1"
"ENSG00000084754","XM_005264276","HADHA"
"ENSG00000138617","XM_005254520","PARP16"
"ENSG00000138617","XM_005254519","PARP16"
"ENSG00000117010","XM_005270456","ZNF684"
"ENSG00000117010","XM_005270455","ZNF684"
"ENSG00000198561","XM_005273793","CTNND1"
"ENSG00000130340","XM_005267015","SNX9"
"ENSG00000198561","XM_005273794","CTNND1"
"ENSG00000198561","XM_005273797","CTNND1"
"ENSG00000175745","XM_005272071","NR2F1"
"ENSG00000175745","XM_005272070","NR2F1"
"ENSG00000175745","XM_005272069","NR2F1"
"ENSG00000198561","XM_005273796","CTNND1"
"ENSG00000155016","XM_005262719","CYP2U1"
"ENSG00000155016","XM_005262718","CYP2U1"
"ENSG00000169682","XM_005255618","SPNS1"
"ENSG00000133056","XM_005245260","PIK3C2B"
"ENSG00000133056","XM_005245259","PIK3C2B"
"ENSG00000133056","XM_005245258","PIK3C2B"
"ENSG00000198561","XM_005273789","CTNND1"
"ENSG00000198561","XM_005273788","CTNND1"
"ENSG00000187024","XM_005251710","PTRH1"
"ENSG00000175592","XM_005274312","FOSL1"
"ENSG00000115484","XM_005264083","CCT4"
"ENSG00000100109","XM_005261478","TFIP11"
"ENSG00000003137","XM_005264433","CYP26B1"
"ENSG00000127948","XM_005250459","POR"
"ENSG00000164175","XM_005248311","SLC45A2"
"ENSG00000174136","XM_005271966","RGMB"
"ENSG00000171634","XM_005257162","BPTF"
"ENSG00000151611","XM_005262788","MMAA"
"ENSG00000175592","XM_005274311","FOSL1"
"ENSG00000167302","XM_005257067","ENTHD2"
"ENSG00000167302","XM_005257066","ENTHD2"
"ENSG00000103126","XM_005255610","AXIN1"
"ENSG00000103126","XM_005255607","AXIN1"
"ENSG00000103126","XM_005255609","AXIN1"
"ENSG00000174498","XM_005254800","IGDCC3"
"ENSG00000145147","XM_005248213","SLIT2"
"ENSG00000145147","XM_005248212","SLIT2"
"ENSG00000103126","XM_005255608","AXIN1"
"ENSG00000159217","XM_005256955","IGF2BP1"
"ENSG00000101194","XM_005260228","SLC17A9"
"ENSG00000145147","XM_005248214","SLIT2"
"ENSG00000145147","XM_005248211","SLIT2"
"ENSG00000153162","XM_005249305","BMP6"
"ENSG00000148773","XM_005252683","MKI67"
"ENSG00000262683","XM_005264955","FHIT"
"ENSG00000262683","XM_005264954","FHIT"
"ENSG00000262683","XM_005264951","FHIT"
"ENSG00000127948","XM_005277602","POR"
"ENSG00000127948","XM_005250461","POR"
"ENSG00000198520","XM_005270804","C1orf228"
"ENSG00000073464","XM_005274443","CLCN4"
"ENSG00000125843","XM_005260745","AP5S1"
"ENSG00000070831","XM_005246046","CDC42"
"ENSG00000215611","XM_005272921","AC002321.1"
"ENSG00000215611","XM_003846428","AC002321.1"
"ENSG00000125843","XM_005260746","AP5S1"
"ENSG00000145425","XM_005263174","RPS3A"
"ENSG00000230034","XM_005275000","PSMB8"
"ENSG00000135144","XM_005253855","DTX1"
"ENSG00000102003","XM_005278054","SYP"
"ENSG00000102003","XM_005272643","SYP"
"ENSG00000170624","XM_005265966","SGCD"
"ENSG00000170624","XM_005265965","SGCD"
"ENSG00000171462","XM_005249309","DLK2"
"ENSG00000127948","XM_005277601","POR"
"ENSG00000127948","XM_005250460","POR"
"ENSG00000115295","XM_005264565","CLIP4"
"ENSG00000085719","XM_005251093","CPNE3"
"ENSG00000086504","XM_005255043","MRPL28"
"ENSG00000086504","XM_005255042","MRPL28"
"ENSG00000086504","XM_005255041","MRPL28"
"ENSG00000086504","XM_005255040","MRPL28"
"ENSG00000149658","XM_005260210","YTHDF1"
"ENSG00000015532","XM_005257572","XYLT2"
"ENSG00000067048","XM_005262564","DDX3Y"
"ENSG00000015532","XM_005257573","XYLT2"
"ENSG00000144460","XM_005246708","NYAP2"
"ENSG00000167094","XM_005251733","TTC16"
"ENSG00000166171","XM_005269671","DPCD"
"ENSG00000122033","XM_005266283","MTIF3"
"ENSG00000198625","XM_005245168","MDM4"
"ENSG00000138796","XM_005262972","HADH"
"ENSG00000261899","XM_005264357","CRIM1"
"ENSG00000204116","XM_005262276","CHIC1"
"ENSG00000047346","XM_005254548","FAM214A"
"ENSG00000047346","XM_005254547","FAM214A"
"ENSG00000169047","XM_005246534","IRS1"
"ENSG00000115295","XM_005264564","CLIP4"
"ENSG00000115295","XM_005264563","CLIP4"
"ENSG00000115295","XM_005264562","CLIP4"
"ENSG00000115295","XM_005264561","CLIP4"
"ENSG00000120254","XM_005266911","MTHFD1L"
"ENSG00000120254","XM_005266910","MTHFD1L"
"ENSG00000120254","XM_005266909","MTHFD1L"
"ENSG00000120254","XM_005266908","MTHFD1L"
"ENSG00000120254","XM_005266907","MTHFD1L"
"ENSG00000152495","XM_005272094","CAMK4"
"ENSG00000047346","XM_005254546","FAM214A"
"ENSG00000105287","XM_005258716","PRKD2"
"ENSG00000137877","XM_005254438","SPTBN5"
"ENSG00000129484","XM_005267247","PARP2"
"ENSG00000131721","XM_005278128","RHOXF2"
"ENSG00000131721","XM_005262484","RHOXF2"
"ENSG00000186184","XM_005266413","POLR1D"
"ENSG00000186184","XM_005266412","POLR1D"
"ENSG00000150054","XM_005252367","MPP7"
"ENSG00000168036","XM_005264888","CTNNB1"
"ENSG00000168036","XM_005264887","CTNNB1"
"ENSG00000168036","XM_005264886","CTNNB1"
"ENSG00000120254","XM_005276341","MTHFD1L"
"ENSG00000120254","XM_003846387","MTHFD1L"
"ENSG00000186184","XM_005266414","POLR1D"
"ENSG00000259916","XM_003403385","RP11-407P15.2"
"ENSG00000204424","XM_005275229","LY6G6F"
"ENSG00000204424","XM_005274933","LY6G6F"
"ENSG00000204424","XM_005272787","LY6G6F"
"ENSG00000204424","XM_005248992","LY6G6F"
"ENSG00000128294","XM_005261780","TPST2"
"ENSG00000168398","XM_005267982","BDKRB2"
"ENSG00000168398","XM_005267981","BDKRB2"
"ENSG00000168398","XM_005267980","BDKRB2"
"ENSG00000022567","XM_005251002","SLC45A4"
"ENSG00000170382","XM_005244827","LRRN2"
"ENSG00000119899","XM_005248710","SLC17A5"
"ENSG00000164073","XM_005262895","MFSD8"
"ENSG00000164073","XM_005262893","MFSD8"
"ENSG00000168398","XM_005267979","BDKRB2"
"ENSG00000101198","XM_005260194","NKAIN4"
"ENSG00000101198","XM_005260192","NKAIN4"
"ENSG00000105287","XM_005258715","PRKD2"
"ENSG00000137760","XM_005271730","ALKBH8"
"ENSG00000137760","XM_005271729","ALKBH8"
"ENSG00000137760","XM_005271728","ALKBH8"
"ENSG00000137760","XM_005271727","ALKBH8"
"ENSG00000231617","XM_005275218","DAXX"
"ENSG00000169621","XM_005264195","APLF"
"ENSG00000169621","XM_005264194","APLF"
"ENSG00000169621","XM_005264191","APLF"
"ENSG00000169621","XM_005264190","APLF"
"ENSG00000137760","XM_005271732","ALKBH8"
"ENSG00000122687","XM_005249728","FTSJ2"
"ENSG00000021762","XM_005252773","OSBPL5"
"ENSG00000062598","XM_005260503","ELMO2"
"ENSG00000062598","XM_005260500","ELMO2"
"ENSG00000062598","XM_005260496","ELMO2"
"ENSG00000131263","XM_005262271","RLIM"
"ENSG00000127311","XM_005269234","HELB"
"ENSG00000249481","XM_005248900","SPATS1"
"ENSG00000249481","XM_005248899","SPATS1"
"ENSG00000127720","XM_005269185","METTL25"
"ENSG00000168067","XM_005274144","MAP4K2"
"ENSG00000120549","XM_005252522","KIAA1217"
"ENSG00000122367","XM_005269464","LDB3"
"ENSG00000162552","XM_005245898","WNT4"
"ENSG00000162552","XM_005245897","WNT4"
"ENSG00000124523","XM_005248968","SIRT5"
"ENSG00000124523","XM_005248967","SIRT5"
"ENSG00000263074","XM_005257172","ARSG"
"ENSG00000263074","XM_005257171","ARSG"
"ENSG00000062598","XM_005260497","ELMO2"
"ENSG00000164073","XM_005262900","MFSD8"
"ENSG00000100478","XM_005267293","AP4S1"
"ENSG00000196353","XM_005247107","CPNE4"
"ENSG00000196353","XM_005247106","CPNE4"
"ENSG00000196353","XM_005247105","CPNE4"
"ENSG00000113391","XM_005272108","FAM172A"
"ENSG00000113391","XM_005272107","FAM172A"
"ENSG00000113391","XM_005272103","FAM172A"
"ENSG00000159784","XM_005250071","FAM131B"
"ENSG00000122367","XM_005269468","LDB3"
"ENSG00000196431","XM_005261339","CRYBA4"
"ENSG00000159784","XM_005250072","FAM131B"
"ENSG00000159784","XM_005250073","FAM131B"
"ENSG00000151612","XM_005263388","ZNF827"
"ENSG00000151612","XM_005262763","ZNF827"
"ENSG00000120549","XM_005252502","KIAA1217"
"ENSG00000189430","XM_005277321","NCR1"
"ENSG00000189430","XM_005277279","NCR1"
"ENSG00000189430","XM_005277221","NCR1"
"ENSG00000189430","XM_005277198","NCR1"
"ENSG00000189430","XM_005277175","NCR1"
"ENSG00000189430","XM_005277153","NCR1"
"ENSG00000189430","XM_005277128","NCR1"
"ENSG00000189430","XM_005277090","NCR1"
"ENSG00000189430","XM_005259432","NCR1"
"ENSG00000141642","XM_005258297","ELAC1"
"ENSG00000198198","XM_005270688","SZT2"
"ENSG00000198198","XM_005270687","SZT2"
"ENSG00000125618","XM_005263765","PAX8"
"ENSG00000120549","XM_005252525","KIAA1217"
"ENSG00000236011","XM_005272889","GPANK1"
"ENSG00000113391","XM_005272104","FAM172A"
"ENSG00000206509","XM_005275390","HLA-F"
"ENSG00000206509","XM_005275115","HLA-F"
"ENSG00000206509","XM_005274960","HLA-F"
"ENSG00000206509","XM_005272809","HLA-F"
"ENSG00000120549","XM_005252526","KIAA1217"
"ENSG00000169057","XM_005277853","MECP2"
"ENSG00000169057","XM_005277852","MECP2"
"ENSG00000169057","XM_005277851","MECP2"
"ENSG00000169057","XM_005274683","MECP2"
"ENSG00000169057","XM_005274682","MECP2"
"ENSG00000169057","XM_005274681","MECP2"
"ENSG00000151612","XM_005262764","ZNF827"
"ENSG00000120549","XM_005252516","KIAA1217"
"ENSG00000135597","XM_005267178","REPS1"
"ENSG00000135597","XM_005267177","REPS1"
"ENSG00000135597","XM_005267176","REPS1"
"ENSG00000125618","XM_005263763","PAX8"
"ENSG00000125618","XM_005263762","PAX8"
"ENSG00000151962","XM_005262791","RBM46"
"ENSG00000120549","XM_005252521","KIAA1217"
"ENSG00000110583","XM_005274297","NAA40"
"ENSG00000110583","XM_005274296","NAA40"
"ENSG00000110583","XM_005274295","NAA40"
"ENSG00000151962","XM_005262790","RBM46"
"ENSG00000151962","XM_005262792","RBM46"
"ENSG00000135597","XM_005267179","REPS1"
"ENSG00000105329","XM_005259187","TGFB1"
"ENSG00000153922","XM_005271867","CHD1"
"ENSG00000111344","XM_005253950","RASAL1"
"ENSG00000105221","XM_005258649","AKT2"
"ENSG00000105221","XM_005258648","AKT2"
"ENSG00000105221","XM_005258647","AKT2"
"ENSG00000105221","XM_005258646","AKT2"
"ENSG00000105221","XM_005258645","AKT2"
"ENSG00000120549","XM_005252519","KIAA1217"
"ENSG00000243156","XM_005261262","MICAL3"
"ENSG00000196290","XM_005246742","NIF3L1"
"ENSG00000236011","XM_005272890","GPANK1"
"ENSG00000263031","XM_005277544","GIN1"
"ENSG00000263031","XM_005272029","GIN1"
"ENSG00000111344","XM_005253952","RASAL1"
"ENSG00000111344","XM_005253951","RASAL1"
"ENSG00000085998","XM_005271011","POMGNT1"
"ENSG00000125618","XM_005263759","PAX8"
"ENSG00000125618","XM_005263758","PAX8"
"ENSG00000035403","XM_005270143","VCL"
"ENSG00000185149","XM_005263034","NPY2R"
"ENSG00000185149","XM_005263033","NPY2R"
"ENSG00000035403","XM_005270142","VCL"
"ENSG00000142039","XM_005259377","CCDC97"
"ENSG00000263031","XM_005277543","GIN1"
"ENSG00000263031","XM_005272028","GIN1"
"ENSG00000135597","XM_005267180","REPS1"
"ENSG00000113249","XM_005265880","HAVCR1"
"ENSG00000163660","XM_005247647","CCNL1"
"ENSG00000151948","XM_005253554","GLT1D1"
"ENSG00000151948","XM_005253553","GLT1D1"
"ENSG00000184489","XM_005250764","PTP4A3"
"ENSG00000184489","XM_005250763","PTP4A3"
"ENSG00000184489","XM_005250762","PTP4A3"
"ENSG00000221983","XM_005260051","UBA52"
"ENSG00000047648","XM_005274506","ARHGAP6"
"ENSG00000163660","XM_005247649","CCNL1"
"ENSG00000184489","XM_005250767","PTP4A3"
"ENSG00000144036","XM_005264224","EXOC6B"
"ENSG00000144036","XM_005264223","EXOC6B"
"ENSG00000221983","XM_005260054","UBA52"
"ENSG00000221983","XM_005260053","UBA52"
"ENSG00000221983","XM_005260052","UBA52"
"ENSG00000221983","XM_005260050","UBA52"
"ENSG00000167258","XM_005257458","CDK12"
"ENSG00000167258","XM_005257457","CDK12"
"ENSG00000113249","XM_005265882","HAVCR1"
"ENSG00000047648","XM_005274508","ARHGAP6"
"ENSG00000047648","XM_005274507","ARHGAP6"
"ENSG00000047648","XM_005274505","ARHGAP6"
"ENSG00000184545","XM_005253274","DUSP8"
"ENSG00000108175","XM_005269990","ZMIZ1"
"ENSG00000108175","XM_005269989","ZMIZ1"
"ENSG00000108175","XM_005269988","ZMIZ1"
"ENSG00000108175","XM_005269987","ZMIZ1"
"ENSG00000122025","XM_005266318","FLT3"
"ENSG00000197363","XM_005272318","ZNF517"
"ENSG00000095627","XM_005269979","TDRD1"
"ENSG00000124469","XM_005258433","CEACAM8"
"ENSG00000122025","XM_005266319","FLT3"
"ENSG00000167258","XM_005257456","CDK12"
"ENSG00000079246","XM_005246837","XRCC5"
"ENSG00000079246","XM_005246836","XRCC5"
"ENSG00000169618","XM_005264101","PROKR1"
"ENSG00000047648","XM_005274509","ARHGAP6"
"ENSG00000095627","XM_005269978","TDRD1"
"ENSG00000078269","XM_005267201","SYNJ2"
"ENSG00000078269","XM_005267200","SYNJ2"
"ENSG00000078269","XM_005267199","SYNJ2"
"ENSG00000078269","XM_005267198","SYNJ2"
"ENSG00000078269","XM_005267197","SYNJ2"
"ENSG00000006016","XM_005260148","CRLF1"
"ENSG00000226384","XM_005274946","GTF2H4"
"ENSG00000180957","XM_005261452","PITPNB"
"ENSG00000180957","XM_005261454","PITPNB"
"ENSG00000164211","XM_005271884","STARD4"
